index,split
124852,train
124853,train
124854,train
124855,train
124856,train
124857,train
124858,train
124859,train
124860,train
124861,valid
124862,train
124863,train
124864,train
124865,test
124866,train
124867,valid
124868,train
124869,train
124870,train
124871,train
124872,train
124873,train
124874,train
124875,train
124876,train
124877,train
124878,train
124879,train
124880,valid
124881,test
124882,valid
124883,train
124884,test
124885,train
124886,train
124887,test
124888,train
124889,train
124890,train
124891,test
124892,train
124893,train
124894,valid
124895,valid
124896,train
124897,train
124898,train
124899,train
124900,test
124901,valid
124902,train
124903,train
124904,train
124905,train
124906,train
124907,train
124908,train
124909,train
124910,train
124911,train
124912,train
124913,train
124914,train
124915,train
124916,valid
124917,train
124918,valid
124919,valid
124920,train
124921,train
124922,test
124923,train
124924,train
124925,train
124926,train
124927,train
124928,train
124929,train
124930,train
124931,train
124932,train
124933,train
124934,train
124935,train
124936,train
124937,train
124938,train
124939,train
124940,train
124941,test
124942,valid
124943,train
124944,train
124945,train
124946,train
124947,train
124948,train
124949,train
124950,train
124951,train
124952,train
124953,train
124954,train
124955,train
124956,valid
124957,train
124958,train
124959,train
124960,train
124961,train
124962,train
124963,train
124964,train
124965,valid
124966,train
124967,train
124968,valid
124969,train
124970,train
124971,train
124972,test
124973,train
124974,valid
124975,train
124976,train
124977,train
124978,train
124979,train
124980,train
124981,train
124982,test
124983,train
124984,train
124985,train
124986,valid
124987,valid
124988,train
124989,train
124990,train
124991,train
124992,train
124993,train
124994,train
124995,train
124996,valid
124997,train
124998,train
124999,train
125000,valid
125001,test
125002,train
125003,train
125004,train
125005,train
125006,valid
125007,train
125008,train
125009,test
125010,train
125011,train
125012,train
125013,valid
125014,test
125015,train
125016,train
125017,valid
125018,train
125019,valid
125020,test
125021,valid
125022,test
125023,valid
125024,train
125025,train
125026,train
125027,train
125028,train
125029,train
125030,train
125031,train
125032,train
125033,train
125034,train
125035,train
125036,train
125037,train
125038,train
125039,train
125040,train
125041,train
125042,train
125043,train
125044,train
125045,train
125046,train
125047,train
125048,train
125049,train
125050,train
125051,valid
125052,train
125053,train
125054,train
125055,train
125056,train
125057,test
125058,train
125059,train
125060,train
125061,train
125062,train
125063,train
125064,train
125065,train
125066,valid
125067,train
125068,valid
125069,train
125070,valid
125071,test
125072,test
125073,train
125074,train
125075,valid
125076,train
125077,test
125078,train
125079,train
125080,train
125081,train
125082,train
125083,valid
125084,valid
125085,train
125086,valid
125087,train
125088,train
125089,train
125090,train
125091,valid
125092,train
125093,train
125094,train
125095,train
125096,train
125097,train
125098,train
125099,test
125100,train
125101,train
125102,train
125103,train
125104,train
125105,train
125106,train
125107,train
125108,train
125109,train
125110,train
125111,train
125112,train
125113,test
125114,train
125115,test
125116,train
125117,test
125118,train
125119,valid
125120,valid
125121,test
125122,test
125123,train
125124,train
125125,train
125126,train
125127,train
125128,train
125129,test
125130,train
125131,train
125132,train
125133,train
125134,train
125135,train
125136,train
125137,train
125138,test
125139,train
125140,train
125141,train
125142,train
125143,train
125144,train
125145,test
125146,train
125147,train
125148,train
125149,train
125150,train
125151,train
125152,train
125153,train
125154,train
125155,train
125156,train
125157,test
125158,train
125159,train
125160,valid
125161,train
125162,test
125163,train
125164,train
125165,train
125166,valid
125167,valid
125168,train
125169,train
125170,train
125171,train
125172,train
125173,train
125174,train
125175,train
125176,train
125177,train
125178,test
125179,test
125180,train
125181,test
125182,train
125183,train
125184,test
125185,train
125186,train
125187,train
125188,train
125189,train
125190,train
125191,test
125192,valid
125193,train
125194,train
125195,train
125196,train
125197,train
125198,train
125199,train
125200,train
125201,valid
125202,train
125203,train
125204,train
125205,train
125206,train
125207,train
125208,train
125209,train
125210,train
125211,train
125212,test
125213,train
125214,train
125215,train
125216,train
125217,train
125218,train
125219,test
125220,test
125221,train
125222,train
125223,test
125224,train
125225,train
125226,train
125227,train
125228,train
125229,test
125230,train
125231,train
125232,train
125233,valid
125234,train
125235,train
125236,valid
125237,train
125238,train
125239,train
125240,train
125241,train
125242,train
125243,train
125244,train
125245,train
125246,train
125247,train
125248,train
125249,train
125250,train
125251,test
125252,valid
125253,train
125254,valid
125255,train
125256,train
125257,train
125258,valid
125259,valid
125260,train
125261,train
125262,train
125263,train
125264,train
125265,train
125266,train
125267,valid
125268,train
125269,train
125270,train
125271,train
125272,test
125273,train
125274,train
125275,valid
125276,train
125277,train
125278,train
125279,train
125280,train
125281,train
125282,train
125283,train
125284,train
125285,train
125286,train
125287,train
125288,train
125289,train
125290,train
125291,train
125292,train
125293,test
125294,test
125295,train
125296,train
125297,train
125298,train
125299,valid
125300,train
125301,train
125302,train
125303,train
125304,train
125305,train
125306,train
125307,train
125308,train
125309,train
125310,train
125311,valid
125312,train
125313,train
125314,train
125315,train
125316,train
125317,valid
125318,train
125319,valid
125320,valid
125321,train
125322,train
125323,train
125324,train
125325,train
125326,train
125327,train
125328,train
125329,train
125330,train
125331,train
125332,train
125333,train
125334,train
125335,train
125336,valid
125337,train
125338,train
125339,train
125340,train
125341,train
125342,train
125343,train
125344,train
125345,train
125346,train
125347,train
125348,train
125349,test
125350,test
125351,train
125352,train
125353,train
125354,valid
125355,train
125356,train
125357,valid
125358,train
125359,train
125360,train
125361,test
125362,train
125363,train
125364,train
125365,train
125366,train
125367,train
125368,train
125369,train
125370,valid
125371,train
125372,test
125373,valid
125374,train
125375,test
125376,train
125377,train
125378,valid
125379,train
125380,train
125381,train
125382,train
125383,valid
125384,train
125385,valid
125386,train
125387,train
125388,train
125389,train
125390,train
125391,test
125392,test
125393,train
125394,train
125395,train
125396,train
125397,train
125398,test
125399,train
125400,train
125401,test
125402,test
125403,train
125404,train
125405,train
125406,train
125407,train
125408,train
125409,train
125410,train
125411,train
125412,train
125413,train
125414,train
125415,test
125416,train
125417,valid
125418,test
125419,train
125420,train
125421,train
125422,train
125423,train
125424,train
125425,train
125426,train
125427,train
125428,train
125429,test
125430,train
125431,train
125432,train
125433,train
125434,test
125435,train
125436,test
125437,train
125438,train
125439,train
125440,test
125441,train
125442,train
125443,train
125444,train
125445,train
125446,train
125447,train
125448,valid
125449,train
125450,train
125451,train
125452,train
125453,train
125454,train
125455,train
125456,train
125457,train
125458,train
125459,test
125460,valid
125461,train
125462,train
125463,train
125464,train
125465,train
125466,valid
125467,train
125468,train
125469,train
125470,train
125471,valid
125472,train
125473,train
125474,train
125475,test
125476,test
125477,train
125478,train
125479,train
125480,train
125481,train
125482,train
125483,train
125484,train
125485,train
125486,train
125487,train
125488,train
125489,train
125490,train
125491,train
125492,valid
125493,train
125494,train
125495,train
125496,test
125497,train
125498,train
125499,train
125500,train
125501,train
125502,train
125503,train
125504,train
125505,train
125506,train
125507,train
125508,train
125509,train
125510,train
125511,train
125512,train
125513,train
125514,train
125515,train
125516,valid
125517,train
125518,train
125519,train
125520,test
125521,train
125522,train
125523,train
125524,train
125525,train
125526,train
125527,train
125528,train
125529,test
125530,train
125531,train
125532,train
125533,train
125534,train
125535,train
125536,train
125537,valid
125538,train
125539,train
125540,test
125541,valid
125542,train
125543,valid
125544,train
125545,train
125546,valid
125547,train
125548,train
125549,train
125550,valid
125551,valid
125552,train
125553,train
125554,valid
125555,test
125556,train
125557,train
125558,train
125559,train
125560,train
125561,train
125562,train
125563,test
125564,train
125565,train
125566,train
125567,train
125568,valid
125569,train
125570,train
125571,train
125572,train
125573,train
125574,train
125575,train
125576,train
125577,train
125578,train
125579,train
125580,train
125581,train
125582,train
125583,train
125584,train
125585,train
125586,train
125587,valid
125588,train
125589,valid
125590,train
125591,valid
125592,train
125593,valid
125594,train
125595,train
125596,train
125597,train
125598,train
125599,train
125600,valid
125601,train
125602,train
125603,train
125604,test
125605,valid
125606,train
125607,test
125608,test
125609,valid
125610,train
125611,test
125612,train
125613,train
125614,train
125615,train
125616,train
125617,train
125618,train
125619,train
125620,train
125621,train
125622,valid
125623,train
125624,train
125625,train
125626,test
125627,train
125628,train
125629,train
125630,valid
125631,test
125632,train
125633,train
125634,train
125635,train
125636,train
125637,test
125638,train
125639,train
125640,train
125641,valid
125642,train
125643,train
125644,train
125645,train
125646,train
125647,train
125648,valid
125649,train
125650,train
125651,train
125652,train
125653,train
125654,train
125655,train
125656,train
125657,test
125658,train
125659,train
125660,train
125661,test
125662,train
125663,train
125664,test
125665,train
125666,test
125667,train
125668,train
125669,train
125670,train
125671,train
125672,train
125673,train
125674,train
125675,train
125676,valid
125677,train
125678,train
125679,valid
125680,train
125681,train
125682,train
125683,train
125684,train
125685,train
125686,test
125687,test
125688,train
125689,train
125690,test
125691,train
125692,test
125693,train
125694,train
125695,test
125696,valid
125697,train
125698,train
125699,train
125700,valid
125701,train
125702,test
125703,train
125704,train
125705,train
125706,train
125707,test
125708,train
125709,train
125710,train
125711,train
125712,train
125713,train
125714,valid
125715,train
125716,train
125717,train
125718,train
125719,train
125720,train
125721,train
125722,train
125723,train
125724,test
125725,train
125726,train
125727,train
125728,train
125729,test
125730,train
125731,train
125732,train
125733,train
125734,train
125735,train
125736,train
125737,train
125738,train
125739,train
125740,test
125741,train
125742,train
125743,train
125744,train
125745,valid
125746,valid
125747,train
125748,train
125749,train
125750,train
125751,train
125752,train
125753,train
125754,train
125755,train
125756,train
125757,train
125758,train
125759,test
125760,train
125761,train
125762,train
125763,train
125764,train
125765,train
125766,train
125767,train
125768,train
125769,train
125770,train
125771,train
125772,train
125773,train
125774,train
125775,train
125776,train
125777,train
125778,train
125779,train
125780,valid
125781,train
125782,train
125783,train
125784,train
125785,train
125786,train
125787,train
125788,test
125789,test
125790,train
125791,train
125792,train
125793,valid
125794,train
125795,train
125796,train
125797,train
125798,test
125799,test
125800,train
125801,valid
125802,valid
125803,train
125804,train
125805,train
125806,test
125807,train
125808,train
125809,test
125810,train
125811,test
125812,train
125813,train
125814,train
125815,train
125816,train
125817,test
125818,train
125819,train
125820,train
125821,train
125822,test
125823,train
125824,train
125825,train
125826,train
125827,train
125828,test
125829,train
125830,train
125831,train
125832,train
125833,train
125834,test
125835,train
125836,train
125837,valid
125838,train
125839,train
125840,train
125841,train
125842,train
125843,train
125844,train
125845,train
125846,train
125847,train
125848,valid
125849,train
125850,train
125851,train
125852,train
125853,train
125854,train
125855,valid
125856,train
125857,train
125858,train
125859,train
125860,train
125861,train
125862,train
125863,train
125864,train
125865,train
125866,valid
125867,test
125868,train
125869,valid
125870,train
125871,train
125872,train
125873,train
125874,train
125875,train
125876,valid
125877,test
125878,train
125879,train
125880,train
125881,valid
125882,train
125883,train
125884,train
125885,train
125886,train
125887,train
125888,train
125889,train
125890,train
125891,train
125892,train
125893,train
125894,test
125895,train
125896,train
125897,train
125898,train
125899,train
125900,train
125901,train
125902,test
125903,train
125904,train
125905,test
125906,train
125907,train
125908,train
125909,train
125910,train
125911,train
125912,train
125913,train
125914,train
125915,train
125916,train
125917,train
125918,train
125919,valid
125920,valid
125921,train
125922,train
125923,train
125924,train
125925,train
125926,train
125927,test
125928,train
125929,train
125930,train
125931,train
125932,train
125933,train
125934,valid
125935,valid
125936,test
125937,train
125938,train
125939,train
125940,train
125941,test
125942,train
125943,train
125944,train
125945,train
125946,train
125947,train
125948,valid
125949,train
125950,train
125951,test
125952,train
125953,train
125954,test
125955,train
125956,train
125957,train
125958,train
125959,test
125960,train
125961,train
125962,train
125963,train
125964,train
125965,train
125966,train
125967,train
125968,train
125969,train
125970,train
125971,train
125972,train
125973,train
125974,train
125975,valid
125976,test
125977,valid
125978,train
125979,train
125980,train
125981,valid
125982,train
125983,train
125984,train
125985,train
125986,train
125987,train
125988,train
125989,train
125990,train
125991,train
125992,train
125993,train
125994,train
125995,train
125996,train
125997,test
125998,train
125999,train
126000,train
126001,test
126002,test
126003,train
126004,train
126005,train
126006,train
126007,train
126008,train
126009,train
126010,valid
126011,train
126012,train
126013,train
126014,train
126015,train
126016,test
126017,train
126018,train
126019,train
126020,test
126021,train
126022,train
126023,train
126024,train
126025,train
126026,train
126027,valid
126028,train
126029,train
126030,train
126031,train
126032,train
126033,train
126034,test
126035,train
126036,valid
126037,train
126038,train
126039,test
126040,test
126041,valid
126042,train
126043,train
126044,train
126045,train
126046,train
126047,train
126048,train
126049,train
126050,valid
126051,train
126052,train
126053,test
126054,train
126055,train
126056,train
126057,train
126058,train
126059,train
126060,test
126061,valid
126062,train
126063,train
126064,test
126065,train
126066,train
126067,train
126068,train
126069,train
126070,train
126071,train
126072,test
126073,test
126074,test
126075,train
126076,train
126077,train
126078,train
126079,test
126080,train
126081,train
126082,train
126083,train
126084,train
126085,train
126086,valid
126087,test
126088,train
126089,train
126090,valid
126091,valid
126092,train
126093,train
126094,train
126095,test
126096,train
126097,train
126098,train
126099,train
126100,valid
126101,train
126102,valid
126103,train
126104,train
126105,train
126106,train
126107,train
126108,train
126109,train
126110,train
126111,valid
126112,train
126113,train
126114,train
126115,test
126116,train
126117,test
126118,train
126119,valid
126120,train
126121,train
126122,train
126123,train
126124,train
126125,test
126126,train
126127,train
126128,train
126129,train
126130,train
126131,train
126132,valid
126133,train
126134,train
126135,train
126136,train
126137,train
126138,test
126139,test
126140,train
126141,train
126142,train
126143,train
126144,train
126145,train
126146,train
126147,test
126148,train
126149,valid
126150,train
126151,train
126152,train
126153,test
126154,train
126155,train
126156,train
126157,valid
126158,train
126159,train
126160,valid
126161,train
126162,train
126163,train
126164,train
126165,train
126166,valid
126167,train
126168,train
126169,valid
126170,train
126171,test
126172,train
126173,train
126174,train
126175,train
126176,train
126177,train
126178,train
126179,train
126180,test
126181,train
126182,train
126183,test
126184,train
126185,test
126186,train
126187,train
126188,train
126189,train
126190,train
126191,train
126192,train
126193,test
126194,train
126195,train
126196,test
126197,train
126198,valid
126199,test
126200,train
126201,train
126202,test
126203,train
126204,train
126205,train
126206,train
126207,train
126208,train
126209,train
126210,train
126211,train
126212,train
126213,train
126214,test
126215,train
126216,train
126217,train
126218,train
126219,train
126220,valid
126221,train
126222,train
126223,train
126224,valid
126225,train
126226,train
126227,train
126228,train
126229,train
126230,train
126231,train
126232,train
126233,train
126234,train
126235,test
126236,train
126237,train
126238,train
126239,train
126240,train
126241,train
126242,train
126243,test
126244,train
126245,valid
126246,train
126247,train
126248,valid
126249,train
126250,test
126251,train
126252,train
126253,train
126254,train
126255,valid
126256,test
126257,train
126258,train
126259,train
126260,train
126261,train
126262,train
126263,train
126264,train
126265,valid
126266,train
126267,train
126268,train
126269,train
126270,train
126271,train
126272,train
126273,train
126274,train
126275,train
126276,train
126277,train
126278,train
126279,train
126280,train
126281,train
126282,train
126283,test
126284,train
126285,train
126286,train
126287,train
126288,train
126289,test
126290,valid
126291,train
126292,test
126293,train
126294,train
126295,train
126296,train
126297,train
126298,train
126299,train
126300,train
126301,train
126302,train
126303,test
126304,train
126305,train
126306,test
126307,train
126308,valid
126309,train
126310,train
126311,train
126312,train
126313,valid
126314,train
126315,train
126316,train
126317,train
126318,valid
126319,train
126320,train
126321,test
126322,train
126323,train
126324,train
126325,train
126326,train
126327,train
126328,train
126329,train
126330,test
126331,train
126332,train
126333,train
126334,valid
126335,train
126336,train
126337,train
126338,train
126339,train
126340,train
126341,train
126342,train
126343,train
126344,train
126345,train
126346,train
126347,train
126348,valid
126349,train
126350,train
126351,train
126352,test
126353,train
126354,valid
126355,train
126356,train
126357,train
126358,train
126359,test
126360,train
126361,train
126362,train
126363,test
126364,train
126365,train
126366,test
126367,valid
126368,train
126369,train
126370,train
126371,train
126372,test
126373,train
126374,test
126375,train
126376,train
126377,train
126378,train
126379,train
126380,train
126381,train
126382,train
126383,train
126384,train
126385,train
126386,train
126387,train
126388,train
126389,valid
126390,train
126391,train
126392,train
126393,valid
126394,train
126395,valid
126396,train
126397,train
126398,train
126399,train
126400,train
126401,valid
126402,train
126403,train
126404,train
126405,valid
126406,train
126407,train
126408,train
126409,train
126410,train
126411,train
126412,train
126413,train
126414,train
126415,train
126416,train
126417,train
126418,train
126419,train
126420,train
126421,train
126422,train
126423,train
126424,train
126425,train
126426,train
126427,train
126428,train
126429,train
126430,train
126431,train
126432,train
126433,train
126434,test
126435,train
126436,test
126437,test
126438,train
126439,train
126440,train
126441,train
126442,valid
126443,train
126444,test
126445,train
126446,test
126447,train
126448,test
126449,train
126450,train
126451,train
126452,train
126453,train
126454,train
126455,train
126456,test
126457,train
126458,train
126459,train
126460,train
126461,valid
126462,train
126463,test
126464,valid
126465,train
126466,train
126467,train
126468,train
126469,test
126470,train
126471,train
126472,train
126473,train
126474,train
126475,train
126476,train
126477,train
126478,train
126479,train
126480,train
126481,valid
126482,test
126483,train
126484,train
126485,train
126486,train
126487,train
126488,train
126489,test
126490,train
126491,train
126492,train
126493,train
126494,train
126495,train
126496,train
126497,train
126498,train
126499,train
126500,valid
126501,train
126502,train
126503,test
126504,train
126505,train
126506,train
126507,train
126508,valid
126509,train
126510,valid
126511,test
126512,train
126513,valid
126514,train
126515,train
126516,train
126517,train
126518,train
126519,train
126520,train
126521,train
126522,train
126523,train
126524,train
126525,train
126526,train
126527,train
126528,train
126529,train
126530,train
126531,train
126532,train
126533,train
126534,train
126535,train
126536,train
126537,train
126538,test
126539,test
126540,test
126541,train
126542,train
126543,train
126544,train
126545,train
126546,train
126547,train
126548,train
126549,train
126550,test
126551,test
126552,valid
126553,train
126554,train
126555,valid
126556,train
126557,train
126558,train
126559,train
126560,test
126561,train
126562,train
126563,valid
126564,test
126565,train
126566,train
126567,test
126568,valid
126569,valid
126570,train
126571,train
126572,train
126573,train
126574,train
126575,train
126576,train
126577,train
126578,valid
126579,train
126580,train
126581,train
126582,train
126583,train
126584,test
126585,valid
126586,test
126587,train
126588,train
126589,train
126590,train
126591,valid
126592,train
126593,train
126594,train
126595,train
126596,test
126597,train
126598,train
126599,valid
126600,train
126601,train
126602,train
126603,valid
126604,test
126605,train
126606,train
126607,test
126608,test
126609,train
126610,test
126611,train
126612,test
126613,train
126614,train
126615,train
126616,train
126617,valid
126618,test
126619,train
126620,train
126621,valid
126622,train
126623,test
126624,train
126625,train
126626,train
126627,train
126628,test
126629,train
126630,train
126631,train
126632,train
126633,test
126634,valid
126635,train
126636,valid
126637,train
126638,train
126639,train
126640,train
126641,train
126642,train
126643,train
126644,train
126645,train
126646,test
126647,train
126648,train
126649,train
126650,train
126651,train
126652,train
126653,train
126654,train
126655,train
126656,train
126657,train
126658,train
126659,train
126660,train
126661,train
126662,test
126663,valid
126664,train
126665,valid
126666,train
126667,train
126668,train
126669,train
126670,test
126671,train
126672,train
126673,train
126674,train
126675,train
126676,train
126677,train
126678,train
126679,train
126680,train
126681,train
126682,train
126683,test
126684,train
126685,train
126686,train
126687,train
126688,train
126689,test
126690,train
126691,train
126692,train
126693,train
126694,train
126695,train
126696,train
126697,train
126698,train
126699,train
126700,valid
126701,train
126702,train
126703,train
126704,test
126705,train
126706,train
126707,train
126708,train
126709,train
126710,train
126711,test
126712,train
126713,valid
126714,train
126715,train
126716,test
126717,train
126718,train
126719,test
126720,train
126721,train
126722,train
126723,test
126724,train
126725,test
126726,test
126727,train
126728,test
126729,train
126730,train
126731,train
126732,train
126733,train
126734,train
126735,test
126736,train
126737,train
126738,train
126739,valid
126740,train
126741,train
126742,train
126743,valid
126744,test
126745,train
126746,train
126747,train
126748,train
126749,train
126750,train
126751,train
126752,train
126753,train
126754,train
126755,valid
126756,train
126757,train
126758,valid
126759,train
126760,train
126761,train
126762,train
126763,train
126764,train
126765,train
126766,valid
126767,test
126768,train
126769,train
126770,train
126771,train
126772,train
126773,train
126774,valid
126775,valid
126776,valid
126777,train
126778,train
126779,train
126780,train
126781,train
126782,test
126783,train
126784,train
126785,valid
126786,train
126787,valid
126788,train
126789,valid
126790,test
126791,train
126792,train
126793,train
126794,valid
126795,train
126796,valid
126797,test
126798,train
126799,train
126800,train
126801,train
126802,train
126803,train
126804,test
126805,train
126806,train
126807,train
126808,valid
126809,train
126810,valid
126811,train
126812,train
126813,train
126814,train
126815,train
126816,train
126817,train
126818,train
126819,test
126820,train
126821,train
126822,train
126823,train
126824,train
126825,train
126826,train
126827,test
126828,train
126829,train
126830,train
126831,train
126832,train
126833,valid
126834,train
126835,train
126836,train
126837,train
126838,train
126839,train
126840,test
126841,train
126842,train
126843,valid
126844,test
126845,train
126846,train
126847,train
126848,train
126849,train
126850,train
126851,valid
126852,train
126853,train
126854,train
126855,train
126856,train
126857,train
126858,train
126859,train
126860,train
126861,valid
126862,train
126863,train
126864,train
126865,train
126866,train
126867,train
126868,valid
126869,train
126870,train
126871,train
126872,train
126873,train
126874,train
126875,train
126876,train
126877,train
126878,test
126879,train
126880,train
126881,train
126882,train
126883,train
126884,valid
126885,test
126886,train
126887,train
126888,train
126889,train
126890,train
126891,train
126892,train
126893,train
126894,train
126895,train
126896,train
126897,train
126898,test
126899,test
126900,train
126901,train
126902,test
126903,train
126904,train
126905,train
126906,train
126907,train
126908,train
126909,train
126910,train
126911,train
126912,train
126913,train
126914,train
126915,train
126916,train
126917,train
126918,train
126919,train
126920,train
126921,train
126922,train
126923,test
126924,valid
126925,test
126926,train
126927,train
126928,train
126929,test
126930,train
126931,train
126932,train
126933,valid
126934,train
126935,valid
126936,train
126937,train
126938,train
126939,train
126940,train
126941,train
126942,train
126943,train
126944,train
126945,train
126946,valid
126947,train
126948,train
126949,train
126950,train
126951,train
126952,train
126953,train
126954,train
126955,train
126956,train
126957,train
126958,train
126959,train
126960,train
126961,valid
126962,test
126963,train
126964,test
126965,train
126966,train
126967,train
126968,train
126969,train
126970,test
126971,test
126972,train
126973,train
126974,train
126975,train
126976,test
126977,train
126978,train
126979,train
126980,test
126981,train
126982,train
126983,train
126984,test
126985,train
126986,train
126987,train
126988,train
126989,train
126990,train
126991,train
126992,train
126993,train
126994,train
126995,valid
126996,train
126997,train
126998,train
126999,train
127000,train
127001,train
127002,train
127003,train
127004,train
127005,train
127006,train
127007,valid
127008,train
127009,train
127010,train
127011,train
127012,train
127013,train
127014,train
127015,train
127016,train
127017,train
127018,train
127019,train
127020,valid
127021,train
127022,train
127023,train
127024,train
127025,train
127026,train
127027,train
127028,train
127029,train
127030,train
127031,train
127032,train
127033,train
127034,train
127035,train
127036,test
127037,train
127038,train
127039,train
127040,train
127041,test
127042,train
127043,train
127044,train
127045,train
127046,train
127047,valid
127048,train
127049,valid
127050,test
127051,train
127052,train
127053,train
127054,test
127055,train
127056,train
127057,train
127058,train
127059,train
127060,train
127061,train
127062,valid
127063,train
127064,train
127065,train
127066,train
127067,train
127068,valid
127069,valid
127070,train
127071,train
127072,train
127073,train
127074,train
127075,train
127076,train
127077,test
127078,train
127079,train
127080,train
127081,valid
127082,train
127083,train
127084,train
127085,train
127086,train
127087,train
127088,train
127089,train
127090,train
127091,train
127092,valid
127093,train
127094,valid
127095,valid
127096,test
127097,valid
127098,train
127099,train
127100,train
127101,train
127102,valid
127103,valid
127104,train
127105,train
127106,train
127107,test
127108,train
127109,valid
127110,train
127111,train
127112,train
127113,valid
127114,train
127115,test
127116,train
127117,train
127118,train
127119,train
127120,train
127121,train
127122,train
127123,train
127124,valid
127125,train
127126,train
127127,train
127128,valid
127129,valid
127130,valid
127131,train
127132,train
127133,train
127134,train
127135,test
127136,train
127137,train
127138,train
127139,train
127140,test
127141,train
127142,train
127143,train
127144,train
127145,train
127146,test
127147,train
127148,train
127149,train
127150,test
127151,train
127152,train
127153,train
127154,train
127155,train
127156,train
127157,train
127158,train
127159,train
127160,train
127161,test
127162,test
127163,train
127164,train
127165,train
127166,train
127167,train
127168,train
127169,valid
127170,train
127171,test
127172,train
127173,train
127174,train
127175,train
127176,train
127177,test
127178,train
127179,train
127180,train
127181,valid
127182,train
127183,valid
127184,train
127185,train
127186,train
127187,train
127188,train
127189,train
127190,train
127191,train
127192,train
127193,train
127194,train
127195,train
127196,train
127197,valid
127198,train
127199,train
127200,train
127201,train
127202,train
127203,valid
127204,train
127205,train
127206,valid
127207,test
127208,train
127209,test
127210,test
127211,valid
127212,train
127213,valid
127214,valid
127215,train
127216,train
127217,train
127218,valid
127219,train
127220,valid
127221,valid
127222,train
127223,train
127224,test
127225,train
127226,valid
127227,train
127228,test
127229,train
127230,train
127231,train
127232,test
127233,train
127234,train
127235,train
127236,valid
127237,train
127238,train
127239,train
127240,train
127241,train
127242,train
127243,valid
127244,train
127245,train
127246,test
127247,train
127248,train
127249,train
127250,train
127251,train
127252,test
127253,train
127254,train
127255,train
127256,train
127257,test
127258,train
127259,train
127260,train
127261,train
127262,train
127263,train
127264,valid
127265,train
127266,train
127267,train
127268,train
127269,train
127270,train
127271,train
127272,test
127273,train
127274,train
127275,train
127276,test
127277,train
127278,train
127279,train
127280,train
127281,test
127282,train
127283,valid
127284,train
127285,train
127286,train
127287,test
127288,train
127289,test
127290,valid
127291,train
127292,train
127293,test
127294,train
127295,train
127296,train
127297,train
127298,train
127299,train
127300,train
127301,valid
127302,train
127303,train
127304,train
127305,train
127306,train
127307,train
127308,train
127309,valid
127310,train
127311,train
127312,valid
127313,valid
127314,train
127315,train
127316,valid
127317,train
127318,valid
127319,train
127320,train
127321,train
127322,train
127323,train
127324,train
127325,train
127326,train
127327,train
127328,train
127329,valid
127330,train
127331,train
127332,test
127333,valid
127334,train
127335,train
127336,train
127337,valid
127338,train
127339,train
127340,train
127341,train
127342,train
127343,train
127344,valid
127345,train
127346,train
127347,train
127348,train
127349,train
127350,valid
127351,test
127352,train
127353,train
127354,train
127355,train
127356,train
127357,train
127358,train
127359,test
127360,train
127361,train
127362,train
127363,test
127364,train
127365,train
127366,train
127367,valid
127368,test
127369,test
127370,train
127371,train
127372,train
127373,train
127374,test
127375,train
127376,train
127377,train
127378,train
127379,train
127380,train
127381,valid
127382,test
127383,train
127384,test
127385,train
127386,train
127387,train
127388,train
127389,train
127390,valid
127391,train
127392,train
127393,train
127394,valid
127395,train
127396,train
127397,train
127398,train
127399,valid
127400,train
127401,train
127402,train
127403,train
127404,train
127405,train
127406,train
127407,train
127408,train
127409,test
127410,test
127411,train
127412,train
127413,train
127414,test
127415,train
127416,test
127417,train
127418,test
127419,train
127420,train
127421,train
127422,train
127423,test
127424,train
127425,train
127426,train
127427,train
127428,train
127429,train
127430,train
127431,train
127432,train
127433,train
127434,train
127435,valid
127436,valid
127437,train
127438,train
127439,train
127440,train
127441,train
127442,train
127443,train
127444,train
127445,train
127446,train
127447,train
127448,train
127449,train
127450,train
127451,train
127452,train
127453,train
127454,train
127455,train
127456,test
127457,valid
127458,train
127459,train
127460,train
127461,train
127462,train
127463,train
127464,train
127465,train
127466,train
127467,train
127468,train
127469,train
127470,train
127471,train
127472,valid
127473,train
127474,train
127475,train
127476,test
127477,train
127478,test
127479,test
127480,train
127481,train
127482,train
127483,test
127484,train
127485,train
127486,train
127487,train
127488,train
127489,train
127490,train
127491,valid
127492,train
127493,test
127494,train
127495,train
127496,test
127497,train
127498,train
127499,train
127500,test
127501,test
127502,train
127503,test
127504,train
127505,test
127506,train
127507,test
127508,train
127509,valid
127510,train
127511,train
127512,train
127513,train
127514,valid
127515,train
127516,train
127517,train
127518,train
127519,train
127520,valid
127521,train
127522,train
127523,train
127524,valid
127525,train
127526,train
127527,train
127528,train
127529,train
127530,train
127531,train
127532,train
127533,train
127534,test
127535,test
127536,test
127537,train
127538,train
127539,test
127540,train
127541,train
127542,train
127543,test
127544,train
127545,test
127546,test
127547,valid
127548,train
127549,train
127550,train
127551,train
127552,train
127553,train
127554,train
127555,train
127556,train
127557,train
127558,train
127559,valid
127560,train
127561,train
127562,train
127563,train
127564,train
127565,train
127566,test
127567,train
127568,train
127569,train
127570,test
127571,train
127572,train
127573,train
127574,train
127575,train
127576,valid
127577,train
127578,train
127579,train
127580,train
127581,train
127582,train
127583,train
127584,train
127585,train
127586,train
127587,train
127588,train
127589,train
127590,train
127591,train
127592,train
127593,train
127594,train
127595,train
